placement_id,job_title,job_post_date,fill_date,days_to_fill,placement_fee,client_id,recruiter_id,candidate_country,client_country,daily_rate,is_fast_fill,fee_category,client_name,industry,recruiter_name,seniority
1137,Senior IT Support,2024-01-19,2024-02-09,21,3077.65,67,27,Pakistan,Australia,146.55,True,Medium,NexGen Recruitment 67,Technology,Zara Ahmed,Junior
1138,Junior Developer,2023-09-05,2023-10-02,27,3877.48,51,7,India,Australia,143.61,True,Medium,BrightForce Group 51,Healthcare,Sarah Johnson,Junior
1139,Senior IT Support,2023-05-12,2023-06-13,32,7006.66,50,24,Kenya,United States,218.96,False,High,GlobalStaff Partners 50,Finance,Raj Ali,Senior
1140,Junior Developer,2023-05-10,2023-06-08,29,2312.2,81,19,Philippines,Canada,79.73,False,Medium,TalentBridge Solutions 81,Technology,Aisha Wilson,Junior
1141,Data Analyst,2023-11-27,2024-01-06,40,3512.01,12,1,Nigeria,Canada,87.8,False,Medium,SwiftTalent Agency 12,Healthcare,Carlos Jones,Junior
1142,Junior Developer,2023-03-22,2023-04-16,25,1083.46,4,24,Pakistan,United States,43.34,True,Low,GlobalStaff Partners 4,Technology,Raj Ali,Senior
1143,Data Analyst,2023-08-16,2023-09-19,34,1559.67,69,27,Philippines,United States,45.87,False,Low,NexGen Recruitment 69,Finance,Zara Ahmed,Junior
1144,HR Manager,2023-10-09,2023-11-16,38,6851.96,19,21,Kenya,United Kingdom,180.31,False,High,GlobalStaff Partners 19,Healthcare,Priya Taylor,Mid
1145,Senior IT Support,2023-05-06,2023-06-10,35,3554.66,37,9,Kenya,United States,101.56,False,Medium,PeakHire Group 37,Healthcare,Aisha Johnson,Mid
1146,HR Manager,2023-08-01,2023-08-17,16,3533.87,63,26,Pakistan,United Kingdom,220.87,True,Medium,PeakHire Group 63,Technology,David Smith,Junior
1147,HR Manager,2024-03-05,2024-03-30,25,4416.9,41,21,Philippines,Canada,176.68,True,Medium,PeakHire Group 41,Retail,Priya Taylor,Mid
1148,Junior Developer,2023-02-02,2023-03-04,30,1896.26,44,12,Nigeria,Canada,63.21,False,Low,TrueNorth Staffing 44,Healthcare,Emma Khan,Senior
1149,Senior IT Support,2023-05-05,2023-06-09,35,3791.94,4,18,Kenya,United Kingdom,108.34,False,Medium,GlobalStaff Partners 4,Technology,Carlos Brown,Senior
1150,Junior Developer,2023-08-11,2023-09-12,32,1648.92,18,8,Philippines,United Kingdom,51.53,False,Low,BrightForce Group 18,Manufacturing,Chen Smith,Mid
1151,Junior Developer,2023-04-05,2023-05-12,37,1802.77,71,21,Kenya,UAE,48.72,False,Low,NexGen Recruitment 71,Retail,Priya Taylor,Mid
1152,HR Manager,2023-07-17,2023-08-21,35,2308.19,26,22,Philippines,UAE,65.95,False,Medium,ProLink HR 26,Manufacturing,Sarah Taylor,Mid
1153,Data Analyst,2024-05-14,2024-06-08,25,1496.96,58,14,Philippines,Australia,59.88,True,Low,ClearPath Hiring 58,Finance,Omar Singh,Senior
1154,Data Analyst,2024-03-15,2024-04-14,30,2868.73,46,12,Kenya,United Kingdom,95.62,False,Medium,RapidHire Partners 46,Retail,Emma Khan,Senior
1155,Senior IT Support,2024-02-24,2024-03-21,26,7790.49,83,17,Philippines,UAE,299.63,True,High,TalentBridge Solutions 83,Technology,Zara Jones,Junior
1156,Senior IT Support,2023-07-10,2023-08-03,24,3899.52,10,7,Philippines,UAE,162.48,True,Medium,PeakHire Group 10,Technology,Sarah Johnson,Junior
1157,Data Analyst,2023-01-12,2023-02-05,24,1366.91,28,15,India,Australia,56.95,True,Low,PeakHire Group 28,Healthcare,Emma Williams,Senior
1158,Junior Developer,2023-08-06,2023-09-08,33,2684.92,14,18,Nigeria,UAE,81.36,False,Medium,PrimePath Staffing 14,Finance,Carlos Brown,Senior
1159,Senior IT Support,2024-03-21,2024-04-25,35,5869.74,41,7,Kenya,United States,167.71,False,High,PeakHire Group 41,Retail,Sarah Johnson,Junior
1160,HR Manager,2023-05-03,2023-05-25,22,1140.38,22,20,Pakistan,UAE,51.84,True,Low,TrueNorth Staffing 22,Technology,Chen Hassan,Mid
1161,Junior Developer,2023-01-05,2023-02-06,32,2729.24,37,5,Kenya,Canada,85.29,False,Medium,PeakHire Group 37,Healthcare,Emma Johnson,Mid
1162,Senior IT Support,2024-04-26,2024-05-19,23,5590.39,54,24,Pakistan,UAE,243.06,True,High,PrimePath Staffing 54,Technology,Raj Ali,Senior
1163,Data Analyst,2023-11-17,2023-12-14,27,2201.03,7,13,India,UAE,81.52,True,Medium,PeakHire Group 7,Healthcare,Priya Ahmed,Mid
1164,HR Manager,2023-05-05,2023-06-07,33,3546.02,80,4,Kenya,United Kingdom,107.46,False,Medium,ClearPath Hiring 80,Finance,David Davis,Junior
1165,Senior IT Support,2024-03-22,2024-04-13,22,3693.67,12,7,India,UAE,167.89,True,Medium,SwiftTalent Agency 12,Healthcare,Sarah Johnson,Junior
1166,Senior IT Support,2023-09-23,2023-11-04,42,7670.55,6,4,Nigeria,United Kingdom,182.63,False,High,GlobalStaff Partners 6,Manufacturing,David Davis,Junior
1167,Data Analyst,2024-01-24,2024-02-16,23,1987.99,22,30,India,United States,86.43,True,Low,TrueNorth Staffing 22,Technology,Raj Ali,Junior
1168,Senior IT Support,2024-02-28,2024-04-01,33,3631.44,86,4,Kenya,Australia,110.04,False,Medium,TalentBridge Solutions 86,Retail,David Davis,Junior
1169,HR Manager,2023-11-26,2023-12-23,27,2983.81,62,8,Philippines,United Kingdom,110.51,True,Medium,ClearPath Hiring 62,Healthcare,Chen Smith,Mid
1170,Data Analyst,2023-09-06,2023-10-10,34,3134.14,95,28,India,United States,92.18,False,Medium,ProLink HR 95,Healthcare,Zara Malik,Junior
1171,Senior IT Support,2023-01-14,2023-02-10,27,5590.39,60,27,Kenya,Canada,207.05,True,High,BlueStar Recruitment 60,Healthcare,Zara Ahmed,Junior
1172,Senior IT Support,2024-06-24,2024-07-23,29,4702.25,41,25,India,UAE,162.15,False,Medium,PeakHire Group 41,Retail,Priya Jones,Junior
1173,Junior Developer,2023-05-14,2023-06-16,33,3543.42,47,13,Kenya,Canada,107.38,False,Medium,BlueStar Recruitment 47,Manufacturing,Priya Ahmed,Mid
1174,Junior Developer,2023-10-12,2023-11-18,37,3340.06,88,10,Nigeria,Australia,90.27,False,Medium,CoreHire Solutions 88,Retail,Omar Davis,Senior
1175,Junior Developer,2023-04-23,2023-05-20,27,2382.86,59,6,Kenya,UAE,88.25,True,Medium,ApexRecruit Ltd 59,Manufacturing,Emma Smith,Mid
1176,HR Manager,2023-03-28,2023-04-19,22,4759.78,28,5,Pakistan,Canada,216.35,True,Medium,PeakHire Group 28,Healthcare,Emma Johnson,Mid
1177,Data Analyst,2023-04-11,2023-05-11,30,1159.47,49,24,Philippines,Canada,38.65,False,Low,RapidHire Partners 49,Technology,Raj Ali,Senior
1178,Junior Developer,2024-06-26,2024-07-22,26,2208.08,67,14,India,United Kingdom,84.93,True,Medium,NexGen Recruitment 67,Technology,Omar Singh,Senior
1179,Junior Developer,2023-02-24,2023-03-22,26,3876.92,74,9,Kenya,United States,149.11,True,Medium,TalentBridge Solutions 74,Technology,Aisha Johnson,Mid
1180,Senior IT Support,2024-02-19,2024-03-13,23,4377.3,13,8,Pakistan,UAE,190.32,True,Medium,SwiftTalent Agency 13,Technology,Chen Smith,Mid
1181,Junior Developer,2023-10-22,2023-11-18,27,3357.18,37,24,Philippines,United Kingdom,124.34,True,Medium,PeakHire Group 37,Healthcare,Raj Ali,Senior
1182,HR Manager,2023-09-02,2023-09-19,17,3217.27,88,3,Pakistan,United States,189.25,True,Medium,CoreHire Solutions 88,Retail,Lisa Singh,Senior
1183,HR Manager,2024-04-30,2024-05-20,20,4416.9,3,6,Pakistan,UAE,220.84,True,Medium,GlobalStaff Partners 3,Finance,Emma Smith,Mid
1184,Junior Developer,2023-12-27,2024-01-25,29,3037.61,75,1,Nigeria,Canada,104.75,False,Medium,GlobalStaff Partners 75,Retail,Carlos Jones,Junior
1185,HR Manager,2023-10-25,2023-11-25,31,1328.16,68,17,Nigeria,United States,42.84,False,Low,TalentBridge Solutions 68,Retail,Zara Jones,Junior
1186,Senior IT Support,2023-12-10,2024-01-09,30,3499.96,95,12,Nigeria,Australia,116.67,False,Medium,ProLink HR 95,Healthcare,Emma Khan,Senior
1187,HR Manager,2023-12-28,2024-01-29,32,1760.61,43,29,India,Australia,55.02,False,Low,PrimePath Staffing 43,Technology,Sarah Patel,Junior
1188,HR Manager,2023-01-22,2023-03-01,38,1338.28,53,28,Nigeria,United States,35.22,False,Low,TalentBridge Solutions 53,Healthcare,Zara Malik,Junior
1189,Data Analyst,2024-03-17,2024-04-14,28,2493.5,96,3,Kenya,United States,89.05,True,Medium,EliteForce Staffing 96,Technology,Lisa Singh,Senior
1190,Senior IT Support,2024-04-05,2024-05-09,34,7827.27,68,6,Nigeria,UAE,230.21,False,High,TalentBridge Solutions 68,Retail,Emma Smith,Mid
1191,Data Analyst,2024-03-03,2024-04-10,38,3663.98,36,10,Nigeria,United States,96.42,False,Medium,RapidHire Partners 36,Retail,Omar Davis,Senior
1192,Data Analyst,2024-04-10,2024-05-04,24,3502.51,45,10,Pakistan,United Kingdom,145.94,True,Medium,RapidHire Partners 45,Finance,Omar Davis,Senior
1193,Junior Developer,2023-10-24,2023-11-15,22,2398.95,86,6,Pakistan,UAE,109.04,True,Medium,TalentBridge Solutions 86,Retail,Emma Smith,Mid
1194,Senior IT Support,2023-02-11,2023-03-11,28,5590.39,76,4,Philippines,United Kingdom,199.66,True,High,ClearPath Hiring 76,Finance,David Davis,Junior
1195,Senior IT Support,2023-01-01,2023-01-29,28,5151.61,18,12,Philippines,UAE,183.99,True,High,BrightForce Group 18,Manufacturing,Emma Khan,Senior
1196,Junior Developer,2023-05-27,2023-07-07,41,3861.06,26,14,Nigeria,Australia,94.17,False,Medium,ProLink HR 26,Manufacturing,Omar Singh,Senior
1197,Data Analyst,2023-12-30,2024-01-28,29,1656.57,87,21,Nigeria,Canada,57.12,False,Low,ClearPath Hiring 87,Manufacturing,Priya Taylor,Mid
1198,Senior IT Support,2023-11-15,2023-12-15,30,7465.17,56,22,Philippines,UAE,248.84,False,High,RapidHire Partners 56,Healthcare,Sarah Taylor,Mid
1199,Junior Developer,2023-05-19,2023-06-25,37,3049.96,26,10,Nigeria,UAE,82.43,False,Medium,ProLink HR 26,Manufacturing,Omar Davis,Senior
1200,HR Manager,2024-03-23,2024-04-11,19,5729.15,68,15,Pakistan,UAE,301.53,True,High,TalentBridge Solutions 68,Retail,Emma Williams,Senior
1201,Data Analyst,2024-03-06,2024-04-09,34,2405.14,60,1,Philippines,Australia,70.74,False,Medium,BlueStar Recruitment 60,Healthcare,Carlos Jones,Junior
1202,Senior IT Support,2023-11-06,2023-11-27,21,6779.28,75,17,Pakistan,UAE,322.82,True,High,GlobalStaff Partners 75,Retail,Zara Jones,Junior
1203,Data Analyst,2023-05-09,2023-06-02,24,1160.61,1,15,Pakistan,Australia,48.36,True,Low,CoreHire Solutions 1,Finance,Emma Williams,Senior
1204,Senior IT Support,2023-04-20,2023-05-14,24,3273.46,13,27,Philippines,UAE,136.39,True,Medium,SwiftTalent Agency 13,Technology,Zara Ahmed,Junior
1205,Data Analyst,2024-06-07,2024-07-10,33,3592.94,7,23,Kenya,United States,108.88,False,Medium,PeakHire Group 7,Healthcare,Zara Smith,Senior
1206,HR Manager,2023-06-08,2023-07-04,26,1409.21,40,24,Philippines,United Kingdom,54.2,True,Low,NexGen Recruitment 40,Technology,Raj Ali,Senior
1207,Junior Developer,2023-05-04,2023-06-08,35,2471.31,32,7,Nigeria,United Kingdom,70.61,False,Medium,BlueStar Recruitment 32,Finance,Sarah Johnson,Junior
1208,HR Manager,2023-11-04,2023-11-28,24,4953.57,24,27,Philippines,United States,206.4,True,Medium,ClearPath Hiring 24,Healthcare,Zara Ahmed,Junior
1209,Data Analyst,2023-05-07,2023-06-17,41,3465.06,82,1,Nigeria,United States,84.51,False,Medium,BlueStar Recruitment 82,Manufacturing,Carlos Jones,Junior
1210,Junior Developer,2023-07-25,2023-08-19,25,1512.33,38,10,Pakistan,United Kingdom,60.49,True,Low,SwiftTalent Agency 38,Finance,Omar Davis,Senior
1211,Data Analyst,2023-04-20,2023-05-23,33,3003.1,55,5,Kenya,United Kingdom,91.0,False,Medium,RapidHire Partners 55,Finance,Emma Johnson,Mid
1212,Senior IT Support,2023-11-07,2023-12-06,29,5590.39,84,29,India,Australia,192.77,False,High,PrimePath Staffing 84,Manufacturing,Sarah Patel,Junior
1213,Data Analyst,2024-04-14,2024-05-08,24,3888.39,21,12,Philippines,Australia,162.02,True,Medium,TalentBridge Solutions 21,Manufacturing,Emma Khan,Senior
1214,Junior Developer,2024-02-04,2024-03-16,41,2046.5,23,21,Nigeria,United States,49.91,False,Medium,BlueStar Recruitment 23,Technology,Priya Taylor,Mid
1215,Data Analyst,2023-05-24,2023-06-25,32,2378.45,98,22,India,UAE,74.33,False,Medium,BlueStar Recruitment 98,Retail,Sarah Taylor,Mid
1216,Senior IT Support,2024-01-21,2024-02-24,34,7580.8,78,22,Nigeria,United States,222.96,False,High,RapidHire Partners 78,Technology,Sarah Taylor,Mid
1217,Data Analyst,2023-12-23,2024-01-29,37,1388.27,52,3,Kenya,United Kingdom,37.52,False,Low,TalentBridge Solutions 52,Technology,Lisa Singh,Senior
1218,Junior Developer,2024-05-02,2024-05-19,17,1289.62,30,25,Pakistan,United States,75.86,True,Low,PrimePath Staffing 30,Healthcare,Priya Jones,Junior
1219,HR Manager,2023-03-07,2023-03-24,17,6779.07,33,4,Pakistan,United Kingdom,398.77,True,High,CoreHire Solutions 33,Manufacturing,David Davis,Junior
1220,Senior IT Support,2023-01-31,2023-03-11,39,5207.64,42,4,Nigeria,Canada,133.53,False,High,NexGen Recruitment 42,Healthcare,David Davis,Junior
1221,Junior Developer,2023-10-20,2023-11-15,26,1587.15,95,6,Philippines,Canada,61.04,True,Low,ProLink HR 95,Healthcare,Emma Smith,Mid
1222,Junior Developer,2023-04-09,2023-05-15,36,2471.31,18,29,Nigeria,United Kingdom,68.65,False,Medium,BrightForce Group 18,Manufacturing,Sarah Patel,Junior
1223,HR Manager,2023-12-15,2024-01-18,34,5841.48,94,30,India,Australia,171.81,False,High,PeakHire Group 94,Technology,Raj Ali,Junior
1224,Junior Developer,2023-12-27,2024-01-23,27,2711.11,72,28,Philippines,United States,100.41,True,Medium,ProLink HR 72,Retail,Zara Malik,Junior
1225,HR Manager,2023-03-14,2023-04-12,29,5137.56,17,26,Nigeria,Australia,177.16,False,High,TrueNorth Staffing 17,Retail,David Smith,Junior
1226,Senior IT Support,2023-12-05,2023-12-28,23,5590.39,38,30,India,UAE,243.06,True,High,SwiftTalent Agency 38,Finance,Raj Ali,Junior
1227,Data Analyst,2023-10-22,2023-11-26,35,1203.86,74,8,Philippines,Australia,34.4,False,Low,TalentBridge Solutions 74,Technology,Chen Smith,Mid
1228,Data Analyst,2023-04-24,2023-05-31,37,2477.8199999999997,34,21,Nigeria,United Kingdom,66.97,False,Medium,SwiftTalent Agency 34,Manufacturing,Priya Taylor,Mid
1229,HR Manager,2023-03-02,2023-03-22,20,4304.41,71,27,Pakistan,UAE,215.22,True,Medium,NexGen Recruitment 71,Retail,Zara Ahmed,Junior
1230,Senior IT Support,2023-02-06,2023-03-18,40,5590.39,10,14,Nigeria,Australia,139.76,False,High,PeakHire Group 10,Technology,Omar Singh,Senior
1231,Senior IT Support,2023-05-13,2023-06-17,35,7437.59,6,4,Kenya,United Kingdom,212.5,False,High,GlobalStaff Partners 6,Manufacturing,David Davis,Junior
1232,Junior Developer,2023-11-07,2023-12-09,32,2951.01,30,1,Philippines,United Kingdom,92.22,False,Medium,PrimePath Staffing 30,Healthcare,Carlos Jones,Junior
1233,HR Manager,2024-05-08,2024-05-26,18,6409.71,99,13,Pakistan,United States,356.1,True,High,RapidHire Partners 99,Finance,Priya Ahmed,Mid
1234,HR Manager,2023-05-01,2023-06-05,35,5747.72,48,12,Philippines,United States,164.22,False,High,NexGen Recruitment 48,Technology,Emma Khan,Senior
1235,Senior IT Support,2023-01-11,2023-02-08,28,4190.85,96,25,India,Australia,149.67,True,Medium,EliteForce Staffing 96,Technology,Priya Jones,Junior
1236,Senior IT Support,2023-02-28,2023-03-26,26,7366.28,17,15,Kenya,United States,283.32,True,High,TrueNorth Staffing 17,Retail,Emma Williams,Senior
1237,Data Analyst,2023-09-08,2023-09-30,22,2049.0,17,20,India,Canada,93.14,True,Medium,TrueNorth Staffing 17,Retail,Chen Hassan,Mid
1238,Senior IT Support,2023-07-30,2023-09-02,34,5590.39,95,27,Philippines,UAE,164.42,False,High,ProLink HR 95,Healthcare,Zara Ahmed,Junior
1239,Junior Developer,2024-01-11,2024-02-22,42,2330.63,38,28,Nigeria,United States,55.49,False,Medium,SwiftTalent Agency 38,Finance,Zara Malik,Junior
1240,Data Analyst,2023-02-25,2023-03-25,28,3093.32,53,23,Philippines,Australia,110.48,True,Medium,TalentBridge Solutions 53,Healthcare,Zara Smith,Senior
1241,Senior IT Support,2024-06-17,2024-07-15,28,4017.77,95,18,Philippines,United States,143.49,True,Medium,ProLink HR 95,Healthcare,Carlos Brown,Senior
1242,Junior Developer,2024-03-26,2024-04-15,20,1107.6,59,4,Pakistan,United Kingdom,55.38,True,Low,ApexRecruit Ltd 59,Manufacturing,David Davis,Junior
1243,Data Analyst,2023-03-28,2023-04-21,24,1833.9,79,13,Philippines,Canada,76.41,True,Low,BrightForce Group 79,Finance,Priya Ahmed,Mid
1244,HR Manager,2024-01-24,2024-02-14,21,5220.1,56,18,Pakistan,United Kingdom,248.58,True,High,RapidHire Partners 56,Healthcare,Carlos Brown,Senior
1245,Senior IT Support,2023-01-27,2023-02-26,30,5707.75,97,29,Kenya,UAE,190.26,False,High,ClearPath Hiring 97,Retail,Sarah Patel,Junior
1246,Data Analyst,2023-01-29,2023-03-11,41,3430.73,80,14,Nigeria,Canada,83.68,False,Medium,ClearPath Hiring 80,Finance,Omar Singh,Senior
1247,Senior IT Support,2023-10-22,2023-11-30,39,7036.98,69,15,Nigeria,Canada,180.44,False,High,NexGen Recruitment 69,Finance,Emma Williams,Senior
1248,Data Analyst,2023-09-01,2023-10-08,37,1487.65,2,9,Kenya,UAE,40.21,False,Low,TrueNorth Staffing 2,Retail,Aisha Johnson,Mid
1249,Data Analyst,2023-10-08,2023-10-26,18,2012.6,85,9,Pakistan,Australia,111.81,True,Medium,TalentBridge Solutions 85,Manufacturing,Aisha Johnson,Mid
1250,Data Analyst,2023-09-28,2023-10-14,16,2705.32,57,15,Pakistan,United Kingdom,169.08,True,Medium,CoreHire Solutions 57,Healthcare,Emma Williams,Senior
1251,HR Manager,2023-08-12,2023-09-05,24,3185.02,75,3,Philippines,UAE,132.71,True,Medium,GlobalStaff Partners 75,Retail,Lisa Singh,Senior
1252,Data Analyst,2023-09-22,2023-10-29,37,3859.88,36,9,Nigeria,Canada,104.32,False,Medium,RapidHire Partners 36,Retail,Aisha Johnson,Mid
1253,Junior Developer,2023-02-20,2023-03-10,18,1440.71,84,2,Pakistan,United States,80.04,True,Low,PrimePath Staffing 84,Manufacturing,Priya Patel,Mid
1254,HR Manager,2023-08-22,2023-09-25,34,4416.9,92,9,Kenya,UAE,129.91,False,Medium,ClearPath Hiring 92,Manufacturing,Aisha Johnson,Mid
1255,Data Analyst,2023-08-29,2023-09-23,25,2477.8199999999997,10,17,Pakistan,Canada,99.11,True,Medium,PeakHire Group 10,Technology,Zara Jones,Junior
1256,Senior IT Support,2024-01-16,2024-02-08,23,4184.89,88,14,Pakistan,United Kingdom,181.95,True,Medium,CoreHire Solutions 88,Retail,Omar Singh,Senior
1257,Data Analyst,2024-01-04,2024-02-05,32,1429.24,53,29,Kenya,UAE,44.66,False,Low,TalentBridge Solutions 53,Healthcare,Sarah Patel,Junior
1258,Senior IT Support,2023-06-03,2023-07-01,28,5590.39,4,4,Philippines,Australia,199.66,True,High,GlobalStaff Partners 4,Technology,David Davis,Junior
1259,Data Analyst,2024-06-04,2024-07-08,34,2532.39,92,12,India,United States,74.48,False,Medium,ClearPath Hiring 92,Manufacturing,Emma Khan,Senior
1260,Senior IT Support,2023-03-22,2023-04-24,33,6285.3,29,19,Philippines,Australia,190.46,False,High,ClearPath Hiring 29,Retail,Aisha Wilson,Junior
1261,HR Manager,2024-06-24,2024-07-30,36,5694.84,78,16,Kenya,Australia,158.19,False,High,RapidHire Partners 78,Technology,Omar Ali,Junior
1262,Data Analyst,2023-10-28,2023-11-28,31,1807.55,43,8,Philippines,UAE,58.31,False,Low,PrimePath Staffing 43,Technology,Chen Smith,Mid
1263,Data Analyst,2023-09-04,2023-10-03,29,3244.56,53,12,India,United Kingdom,111.88,False,Medium,TalentBridge Solutions 53,Healthcare,Emma Khan,Senior
1264,Senior IT Support,2023-08-24,2023-09-23,30,7573.18,54,8,India,Australia,252.44,False,High,PrimePath Staffing 54,Technology,Chen Smith,Mid
1265,Junior Developer,2024-02-22,2024-04-03,41,3777.15,86,5,Nigeria,Australia,92.13,False,Medium,TalentBridge Solutions 86,Retail,Emma Johnson,Mid
1266,Data Analyst,2024-02-23,2024-03-28,34,2024.72,19,19,India,Canada,59.55,False,Medium,GlobalStaff Partners 19,Healthcare,Aisha Wilson,Junior
1267,Junior Developer,2023-01-16,2023-02-23,38,3699.62,54,9,Kenya,Australia,97.36,False,Medium,PrimePath Staffing 54,Technology,Aisha Johnson,Mid
1268,Senior IT Support,2024-03-17,2024-04-19,33,5590.39,22,3,Kenya,United States,169.41,False,High,TrueNorth Staffing 22,Technology,Lisa Singh,Senior
1269,HR Manager,2024-02-16,2024-03-19,32,7521.3,31,23,Philippines,UAE,235.04,False,High,BlueStar Recruitment 31,Manufacturing,Zara Smith,Senior
1270,Data Analyst,2023-02-16,2023-03-08,20,2774.43,46,15,Pakistan,Canada,138.72,True,Medium,RapidHire Partners 46,Retail,Emma Williams,Senior
1271,HR Manager,2023-05-18,2023-06-20,33,4446.46,93,25,Kenya,Australia,134.74,False,Medium,BlueStar Recruitment 93,Technology,Priya Jones,Junior
1272,Senior IT Support,2024-01-14,2024-02-24,41,5590.39,59,13,Nigeria,UAE,136.35,False,High,ApexRecruit Ltd 59,Manufacturing,Priya Ahmed,Mid
1273,Data Analyst,2023-11-01,2023-11-27,26,3834.3,7,19,Philippines,Australia,147.47,True,Medium,PeakHire Group 7,Healthcare,Aisha Wilson,Junior
1274,HR Manager,2023-07-02,2023-08-07,36,4426.29,6,27,Nigeria,United States,122.95,False,Medium,GlobalStaff Partners 6,Manufacturing,Zara Ahmed,Junior
1275,Data Analyst,2023-04-12,2023-05-14,32,2725.41,22,4,Philippines,UAE,85.17,False,Medium,TrueNorth Staffing 22,Technology,David Davis,Junior
1276,HR Manager,2023-09-23,2023-10-22,29,4118.17,97,4,India,United States,142.01,False,Medium,ClearPath Hiring 97,Retail,David Davis,Junior
1277,Junior Developer,2024-06-04,2024-07-04,30,1287.93,4,20,Kenya,United Kingdom,42.93,False,Low,GlobalStaff Partners 4,Technology,Chen Hassan,Mid
1278,Junior Developer,2023-01-27,2023-03-04,36,1020.0,37,19,Nigeria,Canada,28.33,False,Low,PeakHire Group 37,Healthcare,Aisha Wilson,Junior
1279,Junior Developer,2023-04-23,2023-05-26,33,3493.11,16,15,Kenya,Canada,105.85,False,Medium,SwiftTalent Agency 16,Manufacturing,Emma Williams,Senior
1280,Senior IT Support,2023-04-30,2023-05-28,28,7322.51,11,24,Philippines,United States,261.52,True,High,NexGen Recruitment 11,Manufacturing,Raj Ali,Senior
1281,Data Analyst,2024-04-09,2024-05-06,27,1470.18,66,22,Kenya,United Kingdom,54.45,True,Low,BrightForce Group 66,Healthcare,Sarah Taylor,Mid
1282,Data Analyst,2023-04-13,2023-05-20,37,2477.8199999999997,67,11,Kenya,United States,66.97,False,Medium,NexGen Recruitment 67,Technology,Ahmed Smith,Mid
1283,Senior IT Support,2023-09-09,2023-10-15,36,7745.91,49,28,Nigeria,United States,215.16,False,High,RapidHire Partners 49,Technology,Zara Malik,Junior
1284,Data Analyst,2023-07-11,2023-08-09,29,2410.35,37,5,Kenya,United States,83.12,False,Medium,PeakHire Group 37,Healthcare,Emma Johnson,Mid
1285,Junior Developer,2023-08-02,2023-08-29,27,2471.31,5,14,Kenya,UAE,91.53,True,Medium,EliteForce Staffing 5,Retail,Omar Singh,Senior
1286,Junior Developer,2023-07-04,2023-08-05,32,2913.14,30,29,Kenya,UAE,91.04,False,Medium,PrimePath Staffing 30,Healthcare,Sarah Patel,Junior
1287,HR Manager,2024-01-01,2024-02-03,33,3390.24,38,4,Kenya,United States,102.73,False,Medium,SwiftTalent Agency 38,Finance,David Davis,Junior
1288,HR Manager,2024-03-11,2024-03-30,19,7846.81,60,11,Pakistan,United Kingdom,412.99,True,High,BlueStar Recruitment 60,Healthcare,Ahmed Smith,Mid
1289,HR Manager,2024-05-10,2024-06-12,33,6524.09,63,20,India,Canada,197.7,False,High,PeakHire Group 63,Technology,Chen Hassan,Mid
1290,Senior IT Support,2024-02-23,2024-03-23,29,4454.65,99,11,Kenya,UAE,153.61,False,Medium,RapidHire Partners 99,Finance,Ahmed Smith,Mid
1291,HR Manager,2024-02-13,2024-03-15,31,4956.89,7,9,Kenya,Canada,159.9,False,Medium,PeakHire Group 7,Healthcare,Aisha Johnson,Mid
1292,Data Analyst,2024-04-03,2024-05-02,29,2477.8199999999997,74,29,Kenya,United States,85.44,False,Medium,TalentBridge Solutions 74,Technology,Sarah Patel,Junior
1293,Senior IT Support,2023-12-04,2023-12-31,27,7739.39,70,1,Philippines,United Kingdom,286.64,True,High,SwiftTalent Agency 70,Finance,Carlos Jones,Junior
1294,Senior IT Support,2023-12-28,2024-01-31,34,6902.17,71,3,Nigeria,United Kingdom,203.0,False,High,NexGen Recruitment 71,Retail,Lisa Singh,Senior
1295,Data Analyst,2024-02-10,2024-03-08,27,2606.42,30,10,Philippines,United States,96.53,True,Medium,PrimePath Staffing 30,Healthcare,Omar Davis,Senior
1296,Data Analyst,2023-09-12,2023-10-15,33,2240.19,5,28,Nigeria,United Kingdom,67.88,False,Medium,EliteForce Staffing 5,Retail,Zara Malik,Junior
1297,Senior IT Support,2023-02-13,2023-03-21,36,5507.5,39,1,Nigeria,United States,152.99,False,High,SwiftTalent Agency 39,Technology,Carlos Jones,Junior
1298,Junior Developer,2024-01-22,2024-02-29,38,1101.33,17,27,Kenya,UAE,28.98,False,Low,TrueNorth Staffing 17,Retail,Zara Ahmed,Junior
1299,Senior IT Support,2024-03-01,2024-03-30,29,3369.45,96,27,Nigeria,Australia,116.19,False,Medium,EliteForce Staffing 96,Technology,Zara Ahmed,Junior
1300,Senior IT Support,2023-07-18,2023-08-15,28,6679.37,40,26,Kenya,UAE,238.55,True,High,NexGen Recruitment 40,Technology,David Smith,Junior
1301,Senior IT Support,2023-04-13,2023-05-15,32,4510.77,84,19,Philippines,Canada,140.96,False,Medium,PrimePath Staffing 84,Manufacturing,Aisha Wilson,Junior
1302,HR Manager,2023-10-13,2023-11-10,28,3465.31,90,18,Philippines,Australia,123.76,True,Medium,BrightForce Group 90,Manufacturing,Carlos Brown,Senior
1303,Senior IT Support,2024-01-17,2024-02-14,28,7965.77,92,4,India,Canada,284.49,True,High,ClearPath Hiring 92,Manufacturing,David Davis,Junior
1304,Senior IT Support,2024-01-14,2024-02-14,31,4986.74,14,21,India,UAE,160.86,False,Medium,PrimePath Staffing 14,Finance,Priya Taylor,Mid
1305,Senior IT Support,2024-05-16,2024-06-09,24,3476.95,11,5,India,Canada,144.87,True,Medium,NexGen Recruitment 11,Manufacturing,Emma Johnson,Mid
